,Name,Cuisines,City,Rating,NumberOfReviews
353,Libra Lounge ,International,Jeddah,4.5,24
354,Alnadeg Arabic Restaurant,Arabic,Taif,4.5,30
355,Cafe Bateel ,Middle Eastern,Jeddah,4.5,41
356,Cafe Moment ,"Breakfast, Cafe, Coffee & Tea",Makkah,4.5,53
357,Brioché Gourmet Eatery ,"Barbeque & Grill, Breakfast, Cafe",Jeddah,4.5,37
358,Q Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,6
359,Prof Cafe ,"Breakfast, Coffee & Tea, Desserts",Makkah,4.5,11
360,Trio Restaurant Cafe ,"Bakery, Breakfast, Coffee & Tea",Al Khobar,4.5,41
361,Da Bao Restaurant ,"Chinese, Japanese, Thai",Jeddah,4.5,35
362,Aghatti Restaurant ,Arabic,Al Khobar,4.5,42
363,Bait Sheikh Burger ,American,Makkah,4.5,6
364,Kastero Restaurant ,Japanese,Jeddah,4.5,19
365,Samad  Broast ,"Arabic, American",Makkah,4.5,21
366,The Smokehouse ,"American, International",Jeddah,4.5,31
367,Commander Cafe Coffee Shop ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,20
368,The Pantry Restaurant ,International,Al Khobar,4.5,54
369,Saaty Su ,"Barbeque & Grill, Fine Dining, Takeout",Makkah,4.5,24
370,Shouq Al Sham restaurant  ,"Mediterranean, Middle Eastern",Makkah,4.5,38
371,The Two Restaurant ,"American, International",Riyadh,4.5,30
372,Mr Hakan’s Turkish Restaurant ,"Turkish, Vegetarian",Jeddah,4.5,37
373,Sattooff Restaurant ,American,Jeddah,4.5,27
374,Tamees 09 ,Arabic,Jeddah,4.5,37
375,White Garden ,"International, Italian, American",Riyadh,4.5,31
376,Strawberry and Cheese,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,15
377,Oak Smokehouse ,"American, International",Al Khobar,4.5,33
378,Jimmy's Killer Prawns ,"American, International",Al Khobar,4.5,30
379,1610 Bagel ,American,Jeddah,4.5,33
380,Good Hood Cafe ,"Bakery, Breakfast, Cafe",Jeddah,4.5,37
381,Community Cafe ,"Bakery, Cafe, Coffee & Tea",Jeddah,4.5,12
382,Cafe 60 Speciality Coffee ,Arabic,Riyadh,4.5,24
383,Whip Coffee and Fruit Bar ,Chinese,Jeddah,4.5,23
384,Bandage Cafe ,International,Jeddah,4.5,19
385,Sara Ladies Cafe ,"Keto, Vegetarian",Jeddah,4.5,24
386,Maceo Italian Restaurant ,Italian,Al Khobar,4.5,39
387,Rove By Mint ,"Italian, Mediterranean, Greek",Al Khobar,4.5,26
388,Charr Restaurant ,"Arabic, Middle Eastern",Jeddah,4.5,22
389,Rootura ,"American, Arabic, French",Riyadh,4.5,40
390,Meez restaurant ,Middle Eastern,Jeddah,4.5,32
391,Swaj Coffee Roaster ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.5,39
392,Masharef Tea Lounge ,International,Makkah,4.5,53
393,Diwan Lounge ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,68
394,Sushih Japanese Restaurant ,Japanese,Riyadh,4.5,34
395,Al Khairat Restaurant ,"International, Arabic, Asian",Makkah,4.5,17
396,Triple RRR Coffee  ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,21
397,Al Hakawati Restaurant ,"Middle Eastern, Arabic",Jeddah,4.5,23
398,Novikov Restaurant ,"Japanese, Italian",Jeddah,4.5,30
399,Aram Restaurant ,"Lebanese, Middle Eastern",Jeddah,4.5,20
400,Mykonos Bistro ,"Mediterranean, Greek, Vegetarian",Jeddah,4.5,22
401,Molten Chocolate Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,55
402,Zamzam Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,55
403,Atyaf Restaurant ,"International, Asian, Lebanese",Makkah,4.5,21
404,RBZ ,American,Jeddah,4.5,30
405,Pause Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,11
406,Smoked Hub ,"American, International",Jeddah,4.5,15
407,Piani Speciality Coffee ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,22
408,Red Bus London Cafe ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.5,12
409,Al Romansiah ,"Arabic, Saudi",Riyadh,4.5,2
410,Khayal Restaurant ,"Lebanese, Middle Eastern",Makkah,4.5,31
411,Soul Speciality Coffee ,"Cafe, Coffee & Tea, Desserts",Madinah,4.5,15
412,Pitcher Cafe ,"Cafe, Coffee & Tea, Desserts",Madinah,4.5,18
413,The Living Room ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,22
414,Eloge Cafe and Restaurant ,French,Riyadh,4.5,37
415,Sadelle's Riyadh ,"American, International",Riyadh,4.5,32
416,Pasticceria Cova ,Italian,Riyadh,4.5,36
417,Black Tap ,"Burger, Coffee & Tea, Desserts",Riyadh,4.5,30
418,Long Chim ,Thai,Riyadh,4.5,28
419,Al Nakheel Cafe ,"Arabic, Lebanese, Mediterranean",AlUla,4.5,13
420,Somewhere ,"Arabic, Lebanese, Mediterranean",AlUla,4.5,31
421,Circolo Restaurant ,Italian,AlUla,4.5,22
422,Go Greek ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,24
423,Altopiano ,Italian,Riyadh,4.5,43
424,Bloom ,International,Riyadh,4.5,16
425,Myazu Japanese Restaurant ,Japanese,AlUla,4.5,15
426,Billionaire Restaurant ,"Asian, International, Italian",Riyadh,4.5,15
427,Hualan Restaurant ,Chinese,Riyadh,4.5,20
428,Wacafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,16
429,Somewhere Restaurant ,"Arabic, Middle Eastern",Riyadh,4.5,38
430,Pizzeria Da Mimmo ,Italian,Riyadh,4.5,30
431,Saffron Thai Restaurant ,Thai,AlUla,4.5,20
432,Regal Burger ,American,Riyadh,4.5,30
433,Iris Cafe ,International,Riyadh,4.5,20
434,Wister ,American,Riyadh,4.5,14
435,Joan's on Third ,"American, International",Riyadh,4.5,20
436,ACA Burger ,American,AlUla,4.5,12
437,Kintan ,Japanese,Riyadh,4.5,30
438,Brute ,Latin American,Riyadh,4.5,11
439,Finzione da Pizza ,Italian,Riyadh,4.5,12
440,Flamingo Room ,African,Riyadh,4.5,20
441,V Restaurant ,Italian,Riyadh,4.5,15
442,Misora ,Japanese,Jeddah,4.5,15
443,Gleam Pizzeria ,Italian,Riyadh,4.5,10
444,Al Mangal ,Lebanese,Jeddah,4.5,13
445,La Città Steakhouse ,Italian,Riyadh,4.5,11
446,Le Beurre Bakery ,"Bakery, Cafe, Coffee & Tea",Jeddah,4.5,11
447,Zok Restaurant ,Pakistani,Jeddah,4.5,11
448,Pink Camel Pastry Boutique ,"Arabic, Greek, International",AlUla,4.5,10
449,Lorenzo Pizza ,"American, Italian",Riyadh,4.5,11
450,Niwa ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,21
451,Lupa Pizzeria ,Italian,Jeddah,4.5,13
453,Royal Kunafa ,Arabic,Jeddah,4.5,18
454,RBG Restaurant ,International,Jeddah,4.5,46
455,Daily Edition Cafe ,"Asian, International",Jeddah,4.5,24
456,Bouji Chemex Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,17
457,Baker and Spice ,"International, Mediterranean",Jeddah,4.5,33
458,The California Burger ,American,Jeddah,4.5,40
459,Yauatcha Riyadh,Chinese,Riyadh,4.5,42
460,Entrecôte Café de Paris ,Swiss,Riyadh,4.5,27
461,Joe and The Juice ,American,Riyadh,4.5,4
462,Ruhi Indian Cuisine ,Indian,Riyadh,4.5,37
463,L'Eto Coffee House and Bakery ,International,Riyadh,4.5,36
464,Lavash Armenian Restaurant ,Armenian,Riyadh,4.5,50
465,Circa International Cuisine Restaurant ,International,Jeddah,4.5,40
466,Delchini Lounge Turkish Restaurant ,"Arabic, Lebanese, Turkish",Madinah,4.5,29
467,Woods Cafe & Coffee House,"American, Arabic, Turkish",Makkah,4.4,54
468,Dakatna Cafe & Coffee House,Spanish,Makkah,4.5,36
469,Applebee's American Restaurant ,,Jazan,4.4,38
470,Back Street Restaurant ,,Jazan,4.5,14
471,Mister 01 Pizza Italian Restaurant ,Italian,Riyadh,4.4,19
472,The Los Angeles Chocolate Bar Restaurant ,"American, International",Riyadh,4.5,33
473,Gold Sushi Club Japanese Restaurant ,"Japanese, Turkish",Jeddah,4.4,58
474,Teqahwa Cafe,International,Madinah,4.5,55
475,The Italian Restaurant ,Italian,Madinah,4.4,49
476,Shobak Restaurant ,Breakfast,Makkah,4.5,29
477,Dokan coffee ,"Cafe, Coffee & Tea, Desserts",Makkah,4.4,10
478,Al Romansiah Arabic Restaurant ,"Arabic, Saudi",Jeddah,4.5,56
479,3rd Street Cafe and Restaurant ,"American, International",Al Khobar,4.4,49
480,Sunroom Cafe and Restaurant ,"American, International",Al Khobar,4.5,36
481,Annabella Italian Restauant ,Italian,Riyadh,4.4,23
482,Mood Address Cafe,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,11
483,Brasa De Brazil Restaurant ,"Brazilian, International, Middle Eastern",Al Khobar,4.4,35
484,RoseBar & Café ,International,Riyadh,4.5,18
485,The Blue Restaurant ,"International, Middle Eastern",Al Khobar,4.4,47
486,Chuck E Cheese's ,"American, Italian, Turkish",Jeddah,4.5,38
487,Butlers Chocolate Cafe ,International,Dammam,4.4,30
488,The Coffee Club ,International,Riyadh,4.5,46
489,Kuuru Japanese and Peruvian Restaurant ,Japanese,Jeddah,4.4,56
490,The Coffeeholics Arabic Roastery and Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,55
491,Sultan's Steakhouse ,"American, Mexican, Turkish",Jeddah,4.4,31
492,Caffeination Cafe ,"Breakfast, Coffee & Tea, Desserts",Al Khobar,4.5,33
493,Chef's Homemade Burger Gourmet,American,Makkah,4.4,49
494,No. 5 Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,27
495,Zad Al Sultan ,Arabic,Dammam,4.4,36
496,Ketchup Restaurant ,"American, International",Jeddah,4.5,37
497,Breezes Cafe ,"Cafe, Coffee & Tea, Desserts",Taif,4.4,32
498,L’Antica Pizzeria da Michele ,Italian,Al Khobar,4.5,46
499,CC’s Hamburger Restaurant ,American,Riyadh,4.4,25
500,The Peak Burger Restaurant ,American,Al Khobar,4.5,37
501,Cosmo Cafe ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.4,39
502,Cafe Al Rouaq ,"Bakery, Breakfast, Cafe",Makkah,4.5,38
503,Kumar Restaurant ,Indian,Jeddah,4.4,42
504,Leila  Lebanese Restaurant ,"Lebanese, Turkish",Jeddah,4.5,36
505,Mirage Coffee Shop ,"Bakery, Breakfast, Cafe",Jeddah,4.4,15
506,Nootropic Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,17
507,Glazed Donuts ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.4,29
508,Punch Ice Cream ,International,Riyadh,4.5,24
509,Pollino Restaurant ,"American, International, Italian",Al Khobar,4.4,29
510,Salt Restaurant ,American,Al Khobar,4.5,16
511,Khayal Restaurant ,Lebanese,Taif,4.4,33
512,Super 2Go Resto Cafe ,International,Jeddah,4.5,16
513,Noon Speciality Coffee ,"Cafe, Coffee & Tea, Desserts",Madinah,4.4,29
514,Boozy Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,16
515,Raising Canes ,American,Riyadh,4.4,39
516,Samad Al,"Middle Eastern, Arabic",Jeddah,4.5,35
517,Hoot Coffee House ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.4,29
518,Pick Up Restaurant ,American,Al Khobar,4.5,43
519,CC Souvlaki ,Greek,Riyadh,4.4,21
520,Gram ,American,Jeddah,4.5,29
521,Nafoura Restaurant ,"Arabic, International, Italian",Jeddah,4.4,14
522,Gamba Restaurant ,Armenian,Jeddah,4.5,19
523,La Crepe Doree ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.4,30
524,Dr Coffee ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,12
525,Al Khozama Cafe ,International,Makkah,4.4,33
526,Azzurro Italian Restaurant ,"Italian, Mediterranean",Riyadh,4.5,18
527,Cyan Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.4,8
528,Dank Sandwich ,American,Jeddah,4.5,34
529,Degal Al Rafidain For Grills ,"Turkish, Middle Eastern",Rabigh,4.4,47
530,Medrainus ,"Mediterranean, Vegetarian",Jeddah,4.5,18
531,Mazencito Pizzeria ,Italian,Jeddah,4.4,36
532,Konh Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,19
533,Nisantasi ,"American, Arabic, International",Riyadh,4.4,22
534,Huqqa Reastaurant ,"International, Turkish",Riyadh,4.5,41
535,Aletta Cafe ,"Cafe, Coffee & Tea, Desserts",Madinah,4.4,19
536,Naya Lebanese Restaurant ,"Arabic, Lebanese, Middle Eastern",Riyadh,4.5,24
537,Raftaar Restaurant ,"Indian, International",Al Khobar,4.4,27
538,The Breakfast Club ,"American, Indian, Lebanese",Riyadh,4.5,32
539,The Chocolate Room ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.4,17
540,Chalmont ,French,Riyadh,4.5,14
541,Trieste ,American,Riyadh,4.4,14
542,Jones the Grocer ,International,Riyadh,4.5,31
543,Tatel ,Spanish,Riyadh,4.4,29
544,Harat Restaurant ,"Lebanese, Mediterranean",Riyadh,4.5,19
545,Elevate Lounge ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.4,24
546,LPM Restaurant and Cafe ,"French, Mediterranean",Riyadh,4.5,29
547,Over Under ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.4,22
548,EATALY ,Italian,Riyadh,4.5,29
549,Clap ,Japanese,Riyadh,4.4,8
550,Heart of Oasis ,International,AlUla,4.5,16
551,Jones The Grocer ,International,Riyadh,4.4,25
552,Abeer Kitchen ,"Middle Eastern, Arabic",Jeddah,4.5,10
553,Hungry Buds ,Pakistani,Jeddah,4.4,14
554,Yumaku Ramen ,Japanese,Jeddah,4.5,21
555,Gemini Plus Lounge ,International,Jeddah,4.4,9
556,Stella Sky Lounge ,International,Riyadh,4.5,7
557,Toby's Estate Coffee Roasters ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.4,8
558,Joe & The Juice ,"Breakfast, Brunch, Cafe",Riyadh,4.5,7
559,Q ON DA GO ,American,Riyadh,4.4,7
560,Spago by Wolfgang Puck ,"International, Californian",Riyadh,4.5,19
561,Ext. Seventeen ,International,Jeddah,4.4,16
562,U Beauty Lounge ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,13
563,Marmalade ,International,Jeddah,4.4,16
564,Telad Cafe ,International,Jeddah,4.5,14
565,Alseqala Restaurant ,,Jeddah,4.4,24
566,SANS Sandwich Bar ,International,Jeddah,4.5,26
567,Jalsah ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.4,15
568,Al Bostan Restaurant ,International,Jeddah,4.5,19
569,Shang Palace Restaurant ,"Chinese, Asian",Jeddah,4.4,26
570,Dopamine Cafe ,"Bakery, Cafe, Coffee & Tea",Jeddah,4.5,20
571,Sumosan ,Japanese,Riyadh,4.4,5
572,Goji Kitchen ,International,Riyadh,4.5,18
573,Leila Min Lebanon ,Lebanese,Riyadh,4.4,44
575,Le D’or French & Italian Restaurant & Cafe ,"French, Italian",Riyadh,4.4,70
576,Paul ,French,Riyadh,4.5,42
577,Lahma W Fahma Street Food Restaurant ,International,Riyadh,4.3,42
578,Caffé Bene Coffee Shop ,"Bakery, Breakfast, Cafe",Riyadh,4.5,53
579,Om Ali Restaurant and Cafe,"Arabic, Egyption",Riyadh,4.3,37
580,8oz  Coffee Shop ,"Arabic, International",Riyadh,4.5,49
581,Epi Arabic American Cafe ,Arabic,Riyadh,4.3,25
582,Baytoti Japanese Restaurant,Japanese,Madinah,4.5,36
583,OKTO Greek Restaurant ,"Greek, Italian",Riyadh,4.3,34
584,34 All Day Kitchen Restaurant ,"Arabic, International",Riyadh,4.5,27
585,Town Pour Breakfast and Lounge ,International,Madinah,4.3,38
586,La Manana Restaurant and Cafe ,International,Madinah,4.5,30
587,Kabana Restaurant ,"Barbeque & Grill, Cafe, Coffee & Tea",Jeddah,4.3,49
588,Chef's Homemade Burger Restaurant ,"American, International",Jeddah,4.5,51
589,Kosebasi Turkish Restaurant ,Turkish,Jeddah,4.3,18
590,8 Gram Cafe ,International,Jeddah,4.5,24
591,Grill House Casual Dining Restaurant ,"American, Mexican, International",Makkah,4.3,23
592,Afandim International Cuisine Restaurant ,"Indian, Italian, Turkish",Makkah,4.5,35
593,Qasr Al Zad Italian Lebanese Restaurant ,"Italian, Lebanese, International",Makkah,4.3,26
594,Applebee’s American Restaurant ,American,Madinah,4.5,44
595,Robot Indian Thai Restaurant  ,"Indian, Thai",Jazan,4.3,40
596,Taste of Spices Indian Restaurant,American,Jazan,4.5,34
597,Onno Lebanese Restaurant,Lebanese,Riyadh,4.3,39
598,Mitts and Trays Restaurant ,International,Riyadh,4.5,43
599,Joy Coffee ,,Riyadh,4.3,39
600,The Bay Indian Restaurant ,Indian,Jeddah,4.5,39
601,Qurnfel Lebanese Restaurant  ,"Arabic, Lebanese, Middle Eastern",Madinah,4.3,23
602,Magnesium International Cafe ,International,Riyadh,4.5,91
603,Wister Burger Restaurant ,American,Makkah,4.3,38
604,Choco Lava Cafe  ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,29
605,Papaya Restaurant ,"International, Italian",Jeddah,4.3,38
606,La Blanche Cafe ,"French, Italian",Jeddah,4.5,25
607,Leopardo Restaurant ,Italian,Al Khobar,4.3,32
608,Kim's Coffee ,"American, Arabic",Jeddah,4.5,42
609,5 Rivers Indian Restaurant  ,Indian,Jeddah,4.3,32
610,Last Sprinkles Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,18
611,Delicioso Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.3,23
612,Lusin Armenian Restaurant ,"Armenian, Turkish, Vegetarian",Al Khobar,4.5,18
613,Snack & Such Dessert Shop ,"Desserts, Takeout, Cafe",Jeddah,4.3,37
614,Ashwaq Turkish Restaurant ,Turkish,Makkah,4.5,22
615,Applebee's American Restaurant ,"American, International",Jeddah,4.3,53
616,Burger Site Restaurant ,American,Al Khobar,4.5,36
617,Qamreya Lebanese Restaurant ,Lebanese,Jeddah,4.3,40
618,Q Lounge Restaurant,International,Jeddah,4.5,20
619,Pizzana Restaurant ,"American, Italian",Taif,4.3,16
620,Lishlazz ,,Jeddah,4.5,47
621,Le Pavillon Cafe ,French,Riyadh,4.3,31
622,Elements Restaurant ,"Arabic, Chinese, International",Riyadh,4.5,28
623,Melenzane Italian Restaurant ,Italian,Al Khobar,4.3,28
624,Cashmere Pakistani Restaurant ,"Indian, Pakistani",Jeddah,4.5,43
625,Rustic Grill Restaurant ,American,Makkah,4.3,25
626,Milyar Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,51
627,Cheese House Restaurant ,American,Makkah,4.3,16
628,Umbrella Restaurant and Cafe ,"American, International, Middle Eastern",Dammam,4.5,40
629,The Burgers Origin ,Arabic,Makkah,4.3,54
630,Bough Italian Restaurant ,"Italian, Vegetarian",Al Khobar,4.5,47
631,Molten Chocolate Cafe ,"Cafe, Coffee & Tea, Desserts",Madinah,4.3,46
632,Operation Falafel ,Arabic,Dammam,4.5,38
633,Toki  Restaurant,Chinese,Jeddah,4.3,37
634,Vermont Caffe House ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,29
635,Dinwanya Burger ,"Arabic, American",Makkah,4.3,15
636,Toshi Restaurant ,Japanese,Makkah,4.5,30
637,Section B ,American,Jeddah,4.3,34
638,Vega Restaurant ,International,Al Khobar,4.5,32
639,Deep Fries ,Arabic,Makkah,4.3,50
640,Robu Al,"Arabic, Mediterranean",Jeddah,4.5,14
641,Patchi Cafe ,,Jeddah,4.3,39
642,Masala Indian cuisine ,Indian,Jeddah,4.5,25
643,Delle Rose Restaurant,"American, Chinese, International",Dammam,4.3,23
644,Seven Breakfast Restaurant ,"International, Vegetarian",Al Khobar,4.5,36
645,Pattis Restaurant,"International, French",Al Khobar,4.3,37
646,Zaikaki Indian Restaurant ,Indian,Jeddah,4.5,35
647,Chef´s Garage ,American,Jeddah,4.3,32
648,Aryana Restaurant ,Arabic,Makkah,4.5,37
649,Solo Cafe ,International,Jeddah,4.3,32
650,Il Postino Pizzeria ,Italian,Jeddah,4.5,44
651,Black Cup Cafe ,"Breakfast, Cafe, Coffee & Tea",Makkah,4.3,8
652,Frieze Cafe ,"American, International, Italian",Al Khobar,4.5,17
653,Chilling Moment Restaurant,"American, International",Dhahran,4.3,29
654,Euphoria Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,12
655,Fire Grill  ,"Mexican, American",Riyadh,4.3,33
656,Livarno Coffee ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,21
657,Eat Chinese ,Chinese,Jeddah,4.3,30
658,Tofareya ,"Arabic, Middle Eastern",Jeddah,4.5,29
659,Konak Steakhouse ,Turkish,Jeddah,4.3,26
660,Archi Cafe ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.5,34
661,BurgerFi ,American,Al Khobar,4.3,32
662,Lazy Masoub ,Arabic,Jeddah,4.5,29
663,Roll and More ,Indian,Jeddah,4.3,25
664,Al,Arabic,Jeddah,4.5,38
665,Wister ,American,Jeddah,4.3,43
666,Pastel Cafe ,"International, Italian",Dammam,4.5,26
667,Troy Coffee Lounge ,"Cafe, Coffee & Tea, Desserts",Dammam,4.3,34
668,Dice Urban Eatery ,American,Al Khobar,4.5,24
669,Mosher Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.3,6
670,Topkapi ,"Arabic, Middle Eastern, Turkish",Riyadh,4.5,39
671,Naranj Restaurant ,Middle Eastern,Jeddah,4.3,28
672,Victorian Cafe and Lounge ,"American, Arabic, International",Riyadh,4.5,17
673,White Mountain ,International,Al Khobar,4.3,20
674,Unlock Burger Restaurant ,American,Dammam,4.5,25
675,Castello Coffee ,"Coffee & Tea, Desserts, Fast Food",Jeddah,4.3,18
676,Mandi Alhejaz ,"Arabic, Middle Eastern",Jeddah,4.5,22
677,Reaf Al Sham ,"Lebanese, Middle Eastern",Jeddah,4.3,30
678,Asia Thai Restaurant ,"Thai, Asian",Jeddah,4.5,34
679,The Wooden Coffee ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.3,26
680,Beauti Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,26
681,La Brilo Pasta Factory ,"American, Italian",Dammam,4.3,19
682,Le Comptoir ,"Bakery, Breakfast, Cafe",Jeddah,4.5,34
683,Shalimar Lounge ,International,Makkah,4.3,42
684,Coffee Shop ,International,Madinah,4.5,59
685,Chocolate Lounge ,"Cafe, Coffee & Tea, Desserts",Makkah,4.3,43
686,Aquila Cafe ,"Cafe, Coffee & Tea, Juice Bar",Jeddah,4.5,21
687,Abu Osaid Restaurant ,"Arabic, Middle Eastern",Jeddah,4.3,23
688,Coffeekov Roasters ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.5,16
689,Ghonnah Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.3,16
690,Petit Parry ,"French, Italian",Al Khobar,4.5,19
