,Name,Cuisines,City,Rating,NumberOfReviews
691,The View Terrace ,"Arabic, International, Italian",Makkah,4.3,41
692,La Porta Pizza ,Italian,Al Khobar,4.5,16
693,Vardo Coffee House ,"Cafe, Coffee & Tea, Desserts",Al Khobar,4.3,24
694,Carnival Burgers ,American,Al Khobar,4.5,15
695,Old Burger ,American,Makkah,4.3,18
696,Burj Al Hamam Bistro ,"Lebanese, Middle Eastern",Riyadh,4.5,36
697,Cilicia Restaurant ,Armenian,Riyadh,4.3,19
698,Tim Hortons ,"Cafe, Coffee & Tea, Desserts",Madinah,4.5,19
699,Yokari Restaurant ,Japanese,Riyadh,4.3,18
700,Blue Garden Restaurant,"Arabic, International, Lebanese",Al Khobar,4.5,27
701,Vittoria’s Italian Bakery and Cafe ,"Bakery, Cafe, Coffee & Tea",Riyadh,4.3,26
702,Five Elephants Speciality Coffee ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,20
703,Suhail Restaurant ,"Arabic, Saudi",AlUla,4.3,12
704,OKTO At Harrat Viewpoint ,Greek,AlUla,4.5,24
705,ACME Burger Restaurant ,American,AlUla,4.3,8
706,The Lion Speciality Cafe ,"Cafe, Coffee & Tea, Desserts",AlUla,4.5,10
707,Meraki Greek Restaurant ,Greek,Riyadh,4.3,18
708,Café  Elle ,French,Riyadh,4.5,23
709,Cerchio Pizzeria ,Italian,Riyadh,4.3,12
710,Diplomat Sweets ,"Desserts, Takeout",Riyadh,4.5,23
711,Madeo Ristorante ,Italian,Riyadh,4.3,16
712,Nozomi ,Japanese,Riyadh,4.5,20
713,Bobaty ,"Cafe, Coffee & Tea",Jeddah,4.3,8
714,Belo Restaurant ,"International, Italian",Riyadh,4.5,9
715,Trwaga ,Italian,AlUla,4.3,6
716,Jackie Restaurant ,"American, Greek",Riyadh,4.5,12
717,Paul Restaurant and Cafe ,French,Madinah,4.3,8
718,Mado ,"Middle Eastern, Turkish",Makkah,4.5,3
719,Swiss Butter ,Steakhouse,Riyadh,4.3,19
721,Rise Cafe ,International,Jeddah,4.3,8
722,H lounge ,"Arabic, Indian, International",Jeddah,4.5,12
723,Goa Restaurant ,"Indian, International",Jeddah,4.3,21
724,Coffee Shop ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,31
725,Chennai Darbar Restaurant ,Indian,Jeddah,4.3,30
726,Shahi Burger ,American,Jeddah,4.5,18
727,COPA ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.3,29
728,Rehaily Seafood Restaurant ,"Barbeque & Grill, Seafood, Takeout",Jeddah,4.5,14
729,Tarabani Seafood Restaurant ,"Barbeque & Grill, Seafood, Takeout",Jeddah,4.3,18
730,Society Craft Eatery and Coffee ,International,Jeddah,4.5,15
731,Ammar’s Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.3,28
732,L'Antica Pizzeria Da Michele ,Italian,Jeddah,4.5,31
733,Goloso Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.3,22
734,Pao ,International,Riyadh,4.5,30
735,One Pound International Restaurant ,International,Riyadh,4.3,41
736,Khaneen Arabic Kuwait Restaurant,"Arabic, Kuwaiti",Riyadh,4.5,35
737,Kushane Steakhouse Restaurant,"International, Lebanese",Riyadh,4.3,33
738,TGI Friday's American Restaurant ,Mexican,Madinah,4.5,47
739,Chili's American Mexican Restaurant ,"American, Mexican",Madinah,4.3,30
740,The Social Kitchen Restaurant ,"International, Italian",Jeddah,4.5,36
741,San Carlo Cicchetti Italian Restaurant ,"International, Italian",Jeddah,4.3,44
742,Buffalo Wings & Rings Restaurant ,American,Jeddah,4.5,63
743,Chef Restaurant and Cafe ,International,Jeddah,4.3,41
744,3 Eggs Restaurant ,"Breakfast, Cafe, Coffee & Tea",Makkah,4.5,21
745,Uno Cafe and Grill ,"American, Italian",Makkah,4.2,28
746,Radisson Blue Resort Restaurant ,"Arabic, International",Jazan,4.5,43
747,Pearl Shell Seafood Restaurant ,International,Jazan,4.2,72
748,Shakespeare and Co Cafe and Restaurant ,"Breakfast, Fine Dining",Riyadh,4.5,22
749,Besalu Cafe and Coffee Shop ,International,Riyadh,4.2,26
750,Fontana Caffe ,International,Riyadh,4.5,21
751,Lost Joy of Coffee Cafe ,"Arabic, International",Riyadh,4.2,33
752,Shrimp Anatomy Restaurant ,"Barbeque & Grill, Cafe, Desserts",Madinah,4.5,26
753,Skeleton Cafe ,"Desserts, Coffee & Tea, Fast Food",Makkah,4.2,25
754,Section B ,American,Makkah,4.5,29
755,The Italian Cuisine Restaurant ,"American, International, Turkish",Jeddah,4.2,34
756,Western Section Restaurant ,"American, Italian, Mexican",Jazan,4.5,22
757,Crowd Restaurant ,International,Al Khobar,4.2,23
758,Loqma Lazeeza Restaurant ,American,Makkah,4.5,34
759,Dar Karkum Indian Restaurant ,Indian,Makkah,4.2,43
760,8Oz Coffee Shop ,"Breakfast, Coffee & Tea, Desserts",Dammam,4.5,46
761,Mama Jamila Cafe ,American,Makkah,4.2,13
762,Merkaz Cafe,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,26
763,Toucan Cafe ,Arabic,Riyadh,4.2,27
764,Pie Street ,"American, Arabic",Madinah,4.5,19
765,Boga Restaurant ,International,Taif,4.2,23
766,Mecarlo Restaurant ,American,Taif,4.5,13
767,Texas Chicken ,American,Taif,4.2,29
768,Fresh Burger ,American,Taif,4.5,34
769,Chicken It Restaurant ,"Fast Food, Fine Dining, Juice Bar",Makkah,4.2,28
770,Falla Restaurant ,"American, International, Italian",Al Khobar,4.5,36
771,La Forchetta and Knife ,"Bakery, Breakfast, Coffee & Tea",Dammam,4.2,25
772,F6or Faris ,Arabic,Riyadh,4.5,42
773,The Lab by Heisenberg ,"American, International, Italian",Al Khobar,4.2,21
774,Texas Roadhouse ,"American, International",Jeddah,4.5,43
775,Maki House Japanese Restaurant ,Japanese,Jeddah,4.2,49
776,Bahri ,Arabic,Makkah,4.5,21
777,Speciality Coffee Engineer,"Cafe, Coffee & Tea, Desserts",Makkah,4.2,15
778,Morinzo Restaurant ,"International, Italian",Al Khobar,4.5,14
779,Toast and Tonic ,International,Al Khobar,4.2,28
780,Brew 92 ,Italian,Jeddah,4.5,38
781,Beit Wared Lebanese Restaurant ,Lebanese,Jeddah,4.2,32
782,Fushi Restaurant ,"Asian, Japanese",Al Khobar,4.5,22
783,Mandi world ,"Arabic, Middle Eastern, Vegetarian",Jeddah,4.2,40
784,Kouzi House ,Arabic,Makkah,4.5,54
785,Kilo Kabab ,"Arabic, Lebanese, Mediterranean",Dammam,4.2,40
786,La Paniere Cafe ,French,Al Khobar,4.5,13
787,Al Romansiah  ,"Arabic, Saudi",Makkah,4.2,51
788,Heba's Keto kitchen ,"International, Keto",Jeddah,4.5,25
789,Versai Cafe ,International,Riyadh,4.2,19
790,The Warehouse ,"American, International",Jeddah,4.5,36
791,Rattan Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.2,24
792,The Hub ,"American, International",Al Khobar,4.5,23
793,The Barking Lot ,"American, International",Al Khobar,4.2,47
794,3 Eggs ,"Cafe, Coffee & Tea, Fine Dining",Al Khobar,4.5,28
795,CRST Italian Restaurant ,Italian,Dammam,4.2,32
796,Mughal Restaurant,Indian,Dammam,4.5,39
797,8Oz Coffee Shop ,"Cafe, Coffee & Tea, Desserts",Madinah,4.2,25
798,Atypical Cafe ,"Breakfast, Cafe, Coffee & Tea",Al Khobar,4.5,34
799,Bahrya Restaurant ,Arabic,Madinah,4.2,6
800,Illy Caffe ,Italian,Riyadh,4.5,37
801,Lotus Restaurant ,"Chinese, Japanese, Asian",Riyadh,4.2,28
802,Tokuzo ,"Japanese, Asian",Dhahran,4.5,32
803,Chocochino Dip ,"Cafe, Coffee & Tea, Desserts",Makkah,4.2,26
804,Evoo Restaurant ,"Breakfast, Cafe, Coffee & Tea",Al Khobar,4.5,42
805,Biryani Palace ,"Indian, Vegetarian",Jeddah,4.2,41
806,Fayrouz Cafe Lounge ,International,Makkah,4.5,69
807,Medley Restaurant ,"Arabic, Middle Eastern",Jeddah,4.2,19
808,Orched Cafe ,,Jeddah,4.5,24
809,Siblings Brunch and Coffee ,,Jeddah,4.2,52
810,Thuluth Cafe ,"Bakery, Breakfast, Cafe",Jeddah,4.5,30
811,The Hussar Grill ,"American, International",Al Khobar,4.2,18
812,Marhaba Restaurant ,Pakistani,Jeddah,4.5,18
813,Lamb Chef Restaurant ,"Arabic, Middle Eastern",Jeddah,4.2,28
814,Al Taie Restaurant  ,"International, Asian",Makkah,4.5,51
815,65 Degrees ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.2,31
816,Brasa de Brazil ,Brazilian,Jeddah,4.5,34
817,Pongo ,International,Jeddah,4.2,19
818,Chalcos Mexican Grill ,Mexican,Jeddah,4.5,28
819,Enzo Italian Restaurant ,Italian,Jeddah,4.2,26
820,Coffee Shop ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,41
821,Maharaja By Vineet ,Indian,Al Khobar,4.2,33
822,Al Romansiah ,"Arabic, Middle Eastern, Saudi",Al Khobar,4.5,28
823,Burger Stop ,American,Al Khobar,4.2,15
824,Zankil Restaurant,"Lebanese, Middle Eastern",Al Khobar,4.5,19
825,Al Qalzam Seafood Restaurant ,Seafood,Riyadh,4.2,13
826,Maharaja East by Vineet ,Indian,Riyadh,4.5,23
827,The Blossoms Cage Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.2,13
828,Offwhite Lounge and Restaurant ,"Armenian, Middle Eastern",Riyadh,4.5,19
829,El Camino ,Mexican,Riyadh,4.2,28
830,Caffeination ,"Cafe, Coffee & Tea, Desserts",Riyadh,4.5,13
831,Tawlat Fayza ,"Arabic, Saudi",AlUla,4.2,16
833,Gloriole Lounge ,International,Jeddah,4.2,19
834,Red Mug Caffe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,14
835,Kermal ,Lebanese,Jeddah,4.2,15
836,SALT ,American,AlUla,4.5,10
837,Royal Garden ,Indian,Jeddah,4.2,19
838,Society Craft Eatery and Coffee ,International,Jeddah,4.5,13
839,Karamel Lounge ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.2,11
840,Yummy Restaurant ,"Chinese, Japanese",Jeddah,4.5,14
841,Barista Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.2,30
842,Choowy Goowy Dessert Shop ,"Arabic, International",Riyadh,4.5,21
843,Bahrya Seafood Restaurant ,Arabic,Madinah,4.1,26
844,Meshraq Arabic and Middle Eastern Restaurant,"Arabic, Lebanese, Middle Eastern",Madinah,4.5,37
845,Maki House Japanese Restaurant ,Japanese,Madinah,4.1,34
846,Seeneez Arabic Restaurant,Arabic,Makkah,4.5,23
847,Porto Cafe Restaurant ,"International, Italian",Jazan,4.1,22
848,Veloce Cafe N Bakery ,International,Jeddah,4.5,16
849,Al Marwah Restaurant ,"Arabic, Egyption, International",Madinah,4.1,21
850,8oz Coffee Shop ,International,Makkah,4.5,27
851,Denden Indonesian Restaurant ,,Makkah,4.1,32
852,Ugur Restaurant ,"Bakery, Barbeque & Grill, Desserts",Jeddah,4.5,22
853,Cat Lounge Cafe ,American,Makkah,4.1,33
854,Piatto Italian Restaurant ,"Italian, American",Jeddah,4.5,43
855,Zafiro Indian Restaurant ,Indian,Jeddah,4.1,31
856,Molten Chocolate Cafe ,International,Riyadh,4.5,26
857,Urth Caffé ,American,Riyadh,4.1,42
858,Scramble Restaurant ,Middle Eastern,Al Khobar,4.5,19
859,Cheese House ,American,Madinah,4.1,44
860,Swiss House Restaurant,"American, Arabic, International",Madinah,4.5,35
861,Baytoti Chinese Restaurant ,"Chinese, International",Taif,4.1,36
862,Rustic Grill ,American,Madinah,4.5,36
863,Forte Cafe and Roastery ,"Coffee & Tea, Desserts, Juice Bar",Al Khobar,4.1,18
864,Takwah Restaurant and Cafe ,"American, Arabic, Chinese",Makkah,4.5,33
865,Al Dawar Al Massry Restaurant ,Egyption,Jeddah,4.1,45
866,Eleven Cafe ,International,Riyadh,4.5,22
867,Le Traiteur French Restaurant  ,French,Jeddah,4.1,31
868,Dhoraji Corner ,Pakistani,Jeddah,4.5,35
869,Lily Cafe and Flowers,"French, International",Al Khobar,4.1,38
870,Venchi Chocolate and Gelato ,International,Jeddah,4.5,47
871,Al Saddah Restaurant ,"Middle Eastern, American",Jeddah,4.1,64
872,Kiaora Cafe ,"Bakery, Breakfast, Cafe",Jeddah,4.5,28
873,The Cuts Urban Kitchen ,American,Al Khobar,4.1,36
874,Molten Chocolate Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,47
875,De Delhi Restaurant ,Indian,Al Khobar,4.1,27
876,Salt Al Bahar ,"American, International",Al Khobar,4.5,39
877,Jawhara Bukhari and Turkish  Restaurant ,Turkish,Makkah,4.1,29
878,Al Morjan Restaurant ,"Bakery, Breakfast, Cafe",Makkah,4.5,37
879,Maqadeer Restaurant ,"Arabic, Indian",Makkah,4.1,20
880,Dining & Co ,"American, International",Jeddah,4.5,27
881,Zaytonay Bay Lebanese Restaurant ,"Lebanese, Mediterranean, Vegetarian",Jeddah,4.1,24
882,Blake Urban Kitchen ,American,Al Khobar,4.5,25
883,Kanafany Cafe ,"Arabic, Middle Eastern, Turkish",Dammam,4.1,13
884,Merge Restaurant ,International,Al Khobar,4.5,20
885,The Yemeni Village ,Arabic,Jeddah,4.1,29
886,La Pate Bakery ,"French, International",Dammam,4.5,36
887,The Backyard Brunch and Coffee ,International,Al Khobar,4.1,43
888,Safwa Restaurant,International,Makkah,4.5,10
889,Noun Restaurant  ,Italian,Jeddah,4.1,23
890,Hoshena Fine Dining Experience ,International,Riyadh,4.5,43
891,Chuck E Cheese's ,"American, International",Makkah,4.1,24
892,Katti ,Lebanese,Riyadh,4.5,15
893,3 Eggs  ,American,Jeddah,4.1,31
894,Coffee Library ,"American, International",Al Khobar,4.5,14
895,Johnny Rockets ,American,Al Khobar,4.1,33
896,Scalini Restaurant ,"Italian, International, Japanese",Riyadh,4.5,38
897,Laghman Uzbek Cuisine ,"Bakery, Fine Dining, Takeout",Makkah,4.1,15
898,Veal Burger ,American,Riyadh,4.5,43
899,Royal Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.1,29
900,Arabia Cafe ,"Cafe, Coffee & Tea, Desserts",Madinah,4.5,36
901,TGI Friday's Red Sea Mall ,"American, International",Jeddah,4.1,36
902,Nusr,Turkish,Riyadh,4.5,21
903,La Rustica Pizzeria ,"Italian, Vegetarian",Riyadh,4.1,38
904,Laza Uzbek Cuisine ,"Middle Eastern, Vegetarian",Jeddah,4.5,28
905,Chef Boutique Turkish Steakhouse ,Turkish,Riyadh,4.1,29
906,Palm Beach ,"Arabic, Middle Eastern, Lebanese",Jeddah,4.5,31
907,Golden Dragon ,Chinese,Riyadh,4.1,33
908,Dilek Turkish Restaurant ,"Middle Eastern, Turkish",Jeddah,4.5,27
909,Captain Smoky ,"American, International",Jeddah,4.1,31
910,Don Puro ,"American, Chinese, International",Riyadh,4.5,32
911,Shrimp Zone ,"Barbeque & Grill, Cafe, Desserts",Jeddah,4.1,68
912,Parrilla De Brazil ,"Brazilian, International",Jeddah,4.5,18
913,Dyar Cafe ,,Jeddah,4.1,39
914,Madinah Restaurant ,"Arabic, Asian, International",Madinah,4.5,43
915,Merze Turkish Restaurant ,Turkish,Jeddah,4.1,23
916,TGI Friday's,"American, International",Riyadh,4.5,49
917,Baan Thai Restaurant ,"Indonesian, Thai",Riyadh,4.1,32
918,Pizza Roma ,Italian,Riyadh,4.5,32
919,House Of Salad ,"International, Arabic",Jeddah,4.1,22
920,Hamza Restaurant and Coffee ,International,Makkah,4.5,62
921,Grip Sandwich ,American,Jeddah,4.1,23
922,Bar BQ Tonight ,"Indian, Pakistani",Riyadh,4.5,29
923,POP ,American,Al Khobar,4.1,21
924,Garden Lebanon ,"Lebanese, Middle Eastern",Riyadh,4.5,26
925,Fuddruckers ,American,Al Khobar,4.1,36
926,Garage Burger,American,Al Khobar,4.5,21
927,Bagel Brothers ,American,Al Khobar,4.1,20
928,Burger School ,American,Makkah,4.5,12
929,So Matcha Cafe ,Japanese,Riyadh,4.1,25
930,Shing Yang Restaurant ,Chinese,Madinah,4.5,33
931,Avanguardia Restaurant ,"Arabic, International, Italian",Madinah,4.1,22
932,Davanti Lounge ,"Asian, International, Italian",Madinah,4.5,11
933,Kashounat Al Bait ,"Arabic, Kuwaiti",Riyadh,4.1,12
934,Angelina ,"French, International",Riyadh,4.5,28
935,Joe and The Juice ,American,Riyadh,4.1,32
936,Thai Thai Seafood Restaurant ,Thai,Riyadh,4.5,26
937,Hakkasan ,Chinese,Riyadh,4.1,24
938,Al Ula Palace Restaurant ,"Arabic, Saudi",AlUla,4.5,13
939,Al Fanar Restaurant and Cafe ,"Arabic, Middle Eastern",Riyadh,4.1,14
940,Halepi ,Greek,Riyadh,4.5,15
941,NAC ,International,Riyadh,4.1,22
942,Bab Al Bahr ,,Jeddah,4.5,9
943,Burgreez ,American,AlUla,4.1,9
944,Stir ,,Riyadh,4.5,8
945,Lucknow Mughlai ,Indian,Jeddah,4.1,9
946,OBO Beach House ,"International, Italian, Japanese",Jeddah,4.5,18
947,Saal Restaurant and Cafe ,"International, Italian",Jeddah,4.1,14
948,Reyhana Restaurant ,"Indonesian, International, Middle Eastern",Jeddah,4.5,11
949,Jeddah's People Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.1,12
950,Lemongrass Japanese Restaurant ,Japanese,Jeddah,4.5,9
951,Sala Restaurant ,Italian,Jeddah,4.1,11
952,Muunni’s ,"International, Italian, Japanese",Riyadh,4.5,30
953,Steak House ,"Desserts, Healthy Food, Steakhouse",Riyadh,4.1,87
954,Le Chateau Chinese Restaurant ,Chinese,Riyadh,4.5,45
955,B&G Italian Restaurant,Italian,Madinah,4.1,22
956,Três Brazilian Restaurant,Brazilian,Madinah,4.5,40
957,Dose Cafe and Breakfast Lounge ,International,Madinah,4.1,40
958,Agave Italian Lebanese Restaurant,"Italian, Lebanese",Jeddah,4.5,46
959,Buffalo Wings & Rings Restaurant,American,Makkah,4.1,31
960,Asia Tenggara Indonesian Restaurant ,"Barbeque & Grill, Desserts, Fast Food",Makkah,4.5,42
961,Pasta Custo Italian Restaurant ,Italian,Makkah,4.0,35
962,Upscale Shamyat Restaurant  ,Arabic,Makkah,4.5,14
963,Burger Valley Restaurant ,American,Makkah,4.0,66
964,Grill Day Restaurant ,"American, International, Italian",Madinah,4.5,29
965,Rock Cafe ,American,Madinah,4.0,18
966,Vogue Cafe,International,Riyadh,4.5,30
967,Shawarmer Restaurant ,Arabic,Riyadh,4.0,89
968,Raising Cane's Restaurant ,International,Jeddah,4.5,48
969,Chimchoc Chocolate Cafe ,Arabic,Riyadh,4.0,57
970,Ver Dan Lebanese Restaurant ,"Arabic, Lebanese, Middle Eastern",Madinah,4.5,44
971,Verra Pizza Italian Restaurant ,"Italian, Vegetarian",Makkah,4.0,30
972,Baytoti Chinese Restaurant ,Chinese,Jeddah,4.5,44
973,Breakfast Club ,"International, American",Al Khobar,4.0,47
974,One Million ,,Riyadh,4.5,27
975,Maison De Zaid Restaurant ,"Italian, International",Jeddah,4.0,32
976,Anta Al Chef Restaurant & Cafe ,"Lebanese, Arabic, International",Makkah,4.5,29
977,Agora Greek Restaurant ,"Greek, Vegetarian",Al Khobar,4.0,29
978,Gontran Cherrier Bakery and Cafe ,French,Riyadh,4.5,55
979,Patchi Cafe ,Lebanese,Riyadh,4.0,34
980,Indian Spice Restaurant ,Indian,Jeddah,3.5,28
981,Hi Cafe Ksa ,"Arabic, Chinese",Riyadh,4.0,30
982,Cafe Baker's Boy ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,34
983,Shorfat Indian Restaurant ,Indian,Taif,4.0,31
984,56th Avenue Diner,"International, American, Arabic",Riyadh,4.5,27
985,Tahi Al Shawi Restaurant ,Lebanese,Makkah,4.0,26
986,Urth Caffé ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,40
987,Mr Pasta Restaurant ,"American, Italian",Taif,4.0,45
988,Bino Afternoon Experience ,Italian,Jeddah,3.5,21
989,Twina Seafood ,Arabic,Jeddah,4.0,29
990,Shake Shack ,American,Riyadh,4.5,52
991,Fuddruckers American Restaurant ,American,Jeddah,4.0,43
992,Koshari Station ,Egyption,Makkah,3.5,20
993,La Casa Pasta ,Italian,Makkah,4.0,29
994,Doro Pizzeria ,Italian,Al Khobar,3.5,29
995,Amwag Al Khalij ,Arabic,Makkah,4.0,28
996,Salad Boutique ,International,Riyadh,4.5,23
997,Mongo Asian Cuisine,"Chinese, Asian",Jeddah,4.0,26
998,The Gate Restaurant ,International,Jeddah,4.5,44
999,One Fifteenth Neighbourhood Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.0,33
1000,Cribs of Ribs ,"American, Middle Eastern",Jeddah,4.5,33
1001,Ukiyo Japanese Restaurant ,"Chinese, Japanese",Jeddah,4.0,44
1002,11:11 Wish Café ,"Cafe, Coffee & Tea, Desserts",Jeddah,4.5,42
1003,Mac & Cheese ,"American, Italian",Jeddah,4.0,55
1004,Moknah Cafe ,"Bakery, Breakfast, Cafe",Jeddah,4.5,22
1005,The Village Restaurant,"Chinese, Indian",Jeddah,4.0,48
1006,F6or Faris ,"Arabic, Lebanese",Jeddah,3.5,39
1007,Abu Zaid Restaurant ,Arabic,Makkah,4.0,23
1008,Shehrazad Indian Restaurant ,Indian,Jeddah,4.5,26
1009,China Hut restaurant ,Chinese,Jeddah,4.0,33
1010,Repeat Coffee & Brunch ,International,Al Khobar,4.5,24
1011,Gala Lounge ,International,Jeddah,4.0,25
1012,La Mode Coffee & More ,"American, International",Al Khobar,4.5,22
1013,Ennabi Grill ,Turkish,Jeddah,4.0,44
1014,Durrat China ,Chinese,Jeddah,4.5,25
1015,Haji  Shawarma ,Turkish,Makkah,4.0,48
1016,Coffee Faces ,"Cafe, Coffee & Tea, Desserts",Makkah,4.5,24
1017,Ink cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,4.0,21
1018,Beef & Butter ,"American, International",Jeddah,4.5,20
1019,Maximum Level Restaurant ,American,Makkah,4.0,19
1020,Cyan Restaurant ,Italian,Riyadh,4.5,14
1021,Green Mountain Restaurant ,"Arabic, Middle Eastern",Jeddah,4.0,25
1022,Deera Cafe ,,Jeddah,4.5,33
1023,Eliy Maxx Restaurant and Coffee ,"International, Lebanese",Jeddah,4.0,26
1024,Labeeb Restaurant ,"Lebanese, Middle Eastern",Jeddah,3.5,28
1025,India Gate Restaurant ,"Indian, Asian",Makkah,4.0,22
1026,Jewel of Nizam Restaurant ,Indian,Jeddah,4.5,18
1027,Asmak Tharaa Seafood Restaurant ,"Arabic, Middle Eastern",Jeddah,4.0,27
1028,The Orchid Restaurant ,International,Makkah,4.5,7
1029,Narjes Tea Lounge ,International,Makkah,4.0,4
1030,Emirgan Sutis Turkish Restaurant ,Turkish,Riyadh,4.5,31
1031,Baladi Restaurant ,"Arabic, Middle Eastern",Jeddah,4.0,31
